"No.","Time","Source","Destination","Protocol","Length","Info"
"144","0.060291","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=40047/28572, ttl=64 (no response found!)"
"145","0.060712","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=40303/28573, ttl=64 (no response found!)"
"146","0.061194","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=40559/28574, ttl=64 (no response found!)"
"147","0.061474","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=40815/28575, ttl=64 (no response found!)"
"148","0.061891","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=41071/28576, ttl=64 (no response found!)"
"149","0.062311","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=41327/28577, ttl=64 (no response found!)"
"150","0.062729","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=41583/28578, ttl=64 (no response found!)"
"151","0.063148","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=41839/28579, ttl=64 (no response found!)"
"152","0.063567","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=42095/28580, ttl=64 (no response found!)"
"153","0.063984","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=42351/28581, ttl=64 (no response found!)"
"154","0.064402","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=42607/28582, ttl=64 (no response found!)"
"155","0.064820","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=42863/28583, ttl=64 (no response found!)"
"156","0.065238","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=43119/28584, ttl=64 (no response found!)"
"157","0.065659","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=43375/28585, ttl=64 (no response found!)"
"158","0.066076","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=43631/28586, ttl=64 (no response found!)"
"159","0.066492","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=43887/28587, ttl=64 (no response found!)"
"160","0.066911","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=44143/28588, ttl=64 (no response found!)"
"161","0.067328","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=44399/28589, ttl=64 (no response found!)"
"162","0.067742","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=44655/28590, ttl=64 (no response found!)"
"163","0.068157","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=44911/28591, ttl=64 (no response found!)"
"164","0.068579","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=45167/28592, ttl=64 (no response found!)"
"165","0.068995","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=45423/28593, ttl=64 (no response found!)"
"166","0.069413","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=45679/28594, ttl=64 (no response found!)"
"167","0.069829","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=45935/28595, ttl=64 (no response found!)"
"168","0.070247","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=46191/28596, ttl=64 (no response found!)"
"169","0.070663","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=46447/28597, ttl=64 (no response found!)"
"170","0.071079","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=46703/28598, ttl=64 (no response found!)"
"171","0.071496","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=46959/28599, ttl=64 (no response found!)"
"172","0.071912","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=47215/28600, ttl=64 (no response found!)"
"173","0.072330","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=47471/28601, ttl=64 (no response found!)"
